Filename,STFT_Time_s,Mel_Filterbank_Time_s,Log_Scaling_Time_s,DCT_Time_s,Total_MFCC_Time_s
..\dataset\raw_audio\Actor_12\03-01-05-02-01-01-12.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-05-02-01-02-12.wav,0.0031,0.0010,0.0000,0.0010,0.0051
..\dataset\raw_audio\Actor_12\03-01-05-02-02-01-12.wav,0.0040,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-05-02-02-02-12.wav,0.0043,0.0000,0.0010,0.0000,0.0053
..\dataset\raw_audio\Actor_12\03-01-06-01-01-01-12.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_12\03-01-06-01-01-02-12.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_12\03-01-06-01-02-01-12.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-06-01-02-02-12.wav,0.0031,0.0000,0.0010,0.0000,0.0041
..\dataset\raw_audio\Actor_12\03-01-06-02-01-01-12.wav,0.0044,0.0000,0.0010,0.0000,0.0055
..\dataset\raw_audio\Actor_12\03-01-06-02-01-02-12.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_12\03-01-06-02-02-01-12.wav,0.0031,0.0010,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_12\03-01-06-02-02-02-12.wav,0.0043,0.0000,0.0010,0.0000,0.0053
..\dataset\raw_audio\Actor_12\03-01-07-01-01-01-12.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_12\03-01-07-01-01-02-12.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-07-01-02-01-12.wav,0.0040,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-07-01-02-02-12.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_12\03-01-07-02-01-01-12.wav,0.0044,0.0000,0.0010,0.0000,0.0054
..\dataset\raw_audio\Actor_12\03-01-07-02-01-02-12.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_12\03-01-07-02-02-01-12.wav,0.0045,0.0010,0.0010,0.0000,0.0064
..\dataset\raw_audio\Actor_12\03-01-07-02-02-02-12.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_12\03-01-08-01-01-01-12.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-08-01-01-02-12.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-08-01-02-01-12.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_12\03-01-08-01-02-02-12.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_12\03-01-08-02-01-01-12.wav,0.0040,0.0010,0.0000,0.0010,0.0060
..\dataset\raw_audio\Actor_12\03-01-08-02-01-02-12.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_12\03-01-08-02-02-01-12.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-08-02-02-02-12.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_13\03-01-01-01-01-01-13.wav,0.0032,0.0010,0.0000,0.0000,0.0042
..\dataset\raw_audio\Actor_13\03-01-01-01-01-02-13.wav,0.0035,0.0000,0.0000,0.0010,0.0045
..\dataset\raw_audio\Actor_13\03-01-01-01-02-01-13.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-01-01-02-02-13.wav,0.0044,0.0000,0.0011,0.0000,0.0056
..\dataset\raw_audio\Actor_13\03-01-02-01-01-01-13.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-02-01-01-02-13.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_13\03-01-02-01-02-01-13.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_13\03-01-02-01-02-02-13.wav,0.0031,0.0000,0.0010,0.0000,0.0041
..\dataset\raw_audio\Actor_13\03-01-02-02-01-01-13.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-02-02-01-02-13.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-02-02-02-01-13.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_13\03-01-02-02-02-02-13.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-03-01-01-01-13.wav,0.0041,0.0000,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_13\03-01-03-01-01-02-13.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_13\03-01-03-01-02-01-13.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_13\03-01-03-01-02-02-13.wav,0.0034,0.0000,0.0010,0.0000,0.0044
..\dataset\raw_audio\Actor_13\03-01-03-02-01-01-13.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_13\03-01-03-02-01-02-13.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_13\03-01-03-02-02-01-13.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_13\03-01-03-02-02-02-13.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_13\03-01-04-01-01-01-13.wav,0.0039,0.0000,0.0010,0.0000,0.0049
..\dataset\raw_audio\Actor_13\03-01-04-01-01-02-13.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_13\03-01-04-01-02-01-13.wav,0.0040,0.0000,0.0011,0.0000,0.0051
..\dataset\raw_audio\Actor_13\03-01-04-01-02-02-13.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-04-02-01-01-13.wav,0.0045,0.0000,0.0018,0.0000,0.0062
..\dataset\raw_audio\Actor_13\03-01-04-02-01-02-13.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-04-02-02-01-13.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_13\03-01-04-02-02-02-13.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-05-01-01-01-13.wav,0.0033,0.0010,0.0000,0.0000,0.0043
..\dataset\raw_audio\Actor_13\03-01-05-01-01-02-13.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-05-01-02-01-13.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_13\03-01-05-01-02-02-13.wav,0.0041,0.0010,0.0000,0.0000,0.0051
..\dataset\raw_audio\Actor_13\03-01-05-02-01-01-13.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_13\03-01-05-02-01-02-13.wav,0.0045,0.0010,0.0010,0.0000,0.0065
..\dataset\raw_audio\Actor_13\03-01-05-02-02-01-13.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_13\03-01-05-02-02-02-13.wav,0.0042,0.0010,0.0000,0.0010,0.0063
..\dataset\raw_audio\Actor_13\03-01-06-01-01-01-13.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-06-01-01-02-13.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-06-01-02-01-13.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-06-01-02-02-13.wav,0.0043,0.0000,0.0010,0.0000,0.0053
..\dataset\raw_audio\Actor_13\03-01-06-02-01-01-13.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_13\03-01-06-02-01-02-13.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-06-02-02-01-13.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-06-02-02-02-13.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_13\03-01-07-01-01-01-13.wav,0.0032,0.0000,0.0010,0.0000,0.0042
..\dataset\raw_audio\Actor_13\03-01-07-01-01-02-13.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-07-01-02-01-13.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_13\03-01-07-01-02-02-13.wav,0.0043,0.0000,0.0010,0.0000,0.0053
..\dataset\raw_audio\Actor_13\03-01-07-02-01-01-13.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_13\03-01-07-02-01-02-13.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_13\03-01-07-02-02-01-13.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-07-02-02-02-13.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-08-01-01-01-13.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-08-01-01-02-13.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-08-01-02-01-13.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-08-01-02-02-13.wav,0.0025,0.0010,0.0000,0.0000,0.0035
..\dataset\raw_audio\Actor_13\03-01-08-02-01-01-13.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_13\03-01-08-02-01-02-13.wav,0.0031,0.0010,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_13\03-01-08-02-02-01-13.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_13\03-01-08-02-02-02-13.wav,0.0031,0.0000,0.0010,0.0000,0.0041
..\dataset\raw_audio\Actor_14\03-01-01-01-01-01-14.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_14\03-01-01-01-01-02-14.wav,0.0031,0.0000,0.0010,0.0000,0.0041
..\dataset\raw_audio\Actor_14\03-01-01-01-02-01-14.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_14\03-01-01-01-02-02-14.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_14\03-01-02-01-01-01-14.wav,0.0032,0.0010,0.0000,0.0000,0.0042
..\dataset\raw_audio\Actor_14\03-01-02-01-01-02-14.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-02-01-02-01-14.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_14\03-01-02-01-02-02-14.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_14\03-01-02-02-01-01-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-02-02-01-02-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-02-02-02-01-14.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_14\03-01-02-02-02-02-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-03-01-01-01-14.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_14\03-01-03-01-01-02-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-03-01-02-01-14.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_14\03-01-03-01-02-02-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-03-02-01-01-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-03-02-01-02-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-03-02-02-01-14.wav,0.0051,0.0000,0.0010,0.0000,0.0061
..\dataset\raw_audio\Actor_14\03-01-03-02-02-02-14.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_14\03-01-04-01-01-01-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-04-01-01-02-14.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_14\03-01-04-01-02-01-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-04-01-02-02-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-04-02-01-01-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-04-02-01-02-14.wav,0.0033,0.0010,0.0010,0.0000,0.0053
..\dataset\raw_audio\Actor_14\03-01-04-02-02-01-14.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_14\03-01-04-02-02-02-14.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_14\03-01-05-01-01-01-14.wav,0.0039,0.0000,0.0010,0.0000,0.0049
..\dataset\raw_audio\Actor_14\03-01-05-01-01-02-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-05-01-02-01-14.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_14\03-01-05-01-02-02-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-05-02-01-01-14.wav,0.0054,0.0000,0.0010,0.0000,0.0064
..\dataset\raw_audio\Actor_14\03-01-05-02-01-02-14.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_14\03-01-05-02-02-01-14.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_14\03-01-05-02-02-02-14.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_14\03-01-06-01-01-01-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-06-01-01-02-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-06-01-02-01-14.wav,0.0043,0.0000,0.0010,0.0000,0.0053
..\dataset\raw_audio\Actor_14\03-01-06-01-02-02-14.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_14\03-01-06-02-01-01-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-06-02-01-02-14.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-06-02-02-01-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-06-02-02-02-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-07-01-01-01-14.wav,0.0052,0.0000,0.0010,0.0000,0.0062
..\dataset\raw_audio\Actor_14\03-01-07-01-01-02-14.wav,0.0090,0.0010,0.0010,0.0000,0.0110
..\dataset\raw_audio\Actor_14\03-01-07-01-02-01-14.wav,0.0070,0.0000,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_14\03-01-07-01-02-02-14.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_14\03-01-07-02-01-01-14.wav,0.0042,0.0010,0.0000,0.0000,0.0052
..\dataset\raw_audio\Actor_14\03-01-07-02-01-02-14.wav,0.0044,0.0010,0.0000,0.0010,0.0064
..\dataset\raw_audio\Actor_14\03-01-07-02-02-01-14.wav,0.0040,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-07-02-02-02-14.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_14\03-01-08-01-01-01-14.wav,0.0040,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-08-01-01-02-14.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_14\03-01-08-01-02-01-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-08-01-02-02-14.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_14\03-01-08-02-01-01-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-08-02-01-02-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-08-02-02-01-14.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_14\03-01-08-02-02-02-14.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_15\03-01-01-01-01-01-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-01-01-01-02-15.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-01-01-02-01-15.wav,0.0031,0.0000,0.0010,0.0000,0.0041
..\dataset\raw_audio\Actor_15\03-01-01-01-02-02-15.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-02-01-01-01-15.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-02-01-01-02-15.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-02-01-02-01-15.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-02-01-02-02-15.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-02-02-01-01-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-02-02-01-02-15.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_15\03-01-02-02-02-01-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-02-02-02-02-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-03-01-01-01-15.wav,0.0031,0.0000,0.0010,0.0000,0.0041
..\dataset\raw_audio\Actor_15\03-01-03-01-01-02-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-03-01-02-01-15.wav,0.0031,0.0000,0.0010,0.0000,0.0041
..\dataset\raw_audio\Actor_15\03-01-03-01-02-02-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-03-02-01-01-15.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-03-02-01-02-15.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-03-02-02-01-15.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_15\03-01-03-02-02-02-15.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-04-01-01-01-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-04-01-01-02-15.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-04-01-02-01-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-04-01-02-02-15.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-04-02-01-01-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-04-02-01-02-15.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-04-02-02-01-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-04-02-02-02-15.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-05-01-01-01-15.wav,0.0040,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-05-01-01-02-15.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_15\03-01-05-01-02-01-15.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-05-01-02-02-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-05-02-01-01-15.wav,0.0034,0.0010,0.0000,0.0000,0.0044
..\dataset\raw_audio\Actor_15\03-01-05-02-01-02-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-05-02-02-01-15.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-05-02-02-02-15.wav,0.0034,0.0000,0.0010,0.0000,0.0044
..\dataset\raw_audio\Actor_15\03-01-06-01-01-01-15.wav,0.0035,0.0000,0.0010,0.0000,0.0045
..\dataset\raw_audio\Actor_15\03-01-06-01-01-02-15.wav,0.0041,0.0000,0.0000,0.0010,0.0051
..\dataset\raw_audio\Actor_15\03-01-06-01-02-01-15.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-06-01-02-02-15.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-06-02-01-01-15.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-06-02-01-02-15.wav,0.0031,0.0000,0.0010,0.0000,0.0041
..\dataset\raw_audio\Actor_15\03-01-06-02-02-01-15.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-06-02-02-02-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-07-01-01-01-15.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-07-01-01-02-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-07-01-02-01-15.wav,0.0032,0.0010,0.0000,0.0000,0.0042
..\dataset\raw_audio\Actor_15\03-01-07-01-02-02-15.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_15\03-01-07-02-01-01-15.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_15\03-01-07-02-01-02-15.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-07-02-02-01-15.wav,0.0031,0.0000,0.0010,0.0000,0.0041
..\dataset\raw_audio\Actor_15\03-01-07-02-02-02-15.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-08-01-01-01-15.wav,0.0030,0.0000,0.0010,0.0000,0.0041
..\dataset\raw_audio\Actor_15\03-01-08-01-01-02-15.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_15\03-01-08-01-02-01-15.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_15\03-01-08-01-02-02-15.wav,0.0034,0.0000,0.0010,0.0000,0.0044
..\dataset\raw_audio\Actor_15\03-01-08-02-01-01-15.wav,0.0031,0.0000,0.0010,0.0000,0.0041
..\dataset\raw_audio\Actor_15\03-01-08-02-01-02-15.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-08-02-02-01-15.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_15\03-01-08-02-02-02-15.wav,0.0031,0.0000,0.0010,0.0000,0.0041
..\dataset\raw_audio\Actor_16\03-01-01-01-01-01-16.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_16\03-01-01-01-01-02-16.wav,0.0040,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-01-01-02-01-16.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-01-01-02-02-16.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-02-01-01-01-16.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_16\03-01-02-01-01-02-16.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-02-01-02-01-16.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_16\03-01-02-01-02-02-16.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-02-02-01-01-16.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-02-02-01-02-16.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-02-02-02-01-16.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-02-02-02-02-16.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-03-01-01-01-16.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-03-01-01-02-16.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-03-01-02-01-16.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_16\03-01-03-01-02-02-16.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-03-02-01-01-16.wav,0.0041,0.0000,0.0000,0.0010,0.0051
..\dataset\raw_audio\Actor_16\03-01-03-02-01-02-16.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_16\03-01-03-02-02-01-16.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-03-02-02-02-16.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_16\03-01-04-01-01-01-16.wav,0.0033,0.0010,0.0000,0.0000,0.0043
..\dataset\raw_audio\Actor_16\03-01-04-01-01-02-16.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-04-01-02-01-16.wav,0.0031,0.0000,0.0010,0.0000,0.0041
..\dataset\raw_audio\Actor_16\03-01-04-01-02-02-16.wav,0.0040,0.0000,0.0010,0.0000,0.0050
