Filename,MFCC_Extraction_Time_s
../dataset/raw_audio\Actor_24\03-01-07-02-02-01-24.wav,0.0160
../dataset/raw_audio\Actor_24\03-01-07-02-02-02-24.wav,0.0185
../dataset/raw_audio\Actor_24\03-01-08-01-01-01-24.wav,0.0159
../dataset/raw_audio\Actor_24\03-01-08-01-01-02-24.wav,0.0160
../dataset/raw_audio\Actor_24\03-01-08-01-02-01-24.wav,0.0136
../dataset/raw_audio\Actor_24\03-01-08-01-02-02-24.wav,0.0160
../dataset/raw_audio\Actor_24\03-01-08-02-01-01-24.wav,0.0179
../dataset/raw_audio\Actor_24\03-01-08-02-01-02-24.wav,0.0221
../dataset/raw_audio\Actor_24\03-01-08-02-02-01-24.wav,0.0200
../dataset/raw_audio\Actor_24\03-01-08-02-02-02-24.wav,0.0211
